section,language_type,en,ja,positions,followed
section24,word,appreciate,～に感謝する,[],"Nick, I'm counting on you. ""OK, I'll see to it."" ""Thanks, I appreciate it."" ""Don't mention it."""
section24,word,Don't mention it.,どういたしまして、いいんですよ,[],"Nick, I'm counting on you. ""OK, I'll see to it."" ""Thanks, I appreciate it."" ""Don't mention it."""
section24,word,pretend,(～の)ふりをする,[],He pretends to be enthusiastic when his boss is around.
section24,word,enthusiastic,熱心な,[],He pretends to be enthusiastic when his boss is around.
section24,word,boss,上司,[],He pretends to be enthusiastic when his boss is around.
section24,word,be around,(自分の)近く[そば]にいる,[],He pretends to be enthusiastic when his boss is around.
section24,word,get promoted,昇進する,[],He got promoted at the expense of his colleagues. He should be ashamed of himself.
section24,word,at the expense of,～を犠牲にして,[],He got promoted at the expense of his colleagues. He should be ashamed of himself.
section24,word,colleague,(仕事の)同僚,[],He got promoted at the expense of his colleagues. He should be ashamed of himself.
section24,word,be ashamed of,～を恥ずかしく思う,[],He got promoted at the expense of his colleagues. He should be ashamed of himself.
section24,word,recession,景気後退,[],"As the recession set in, temporary employees were laid off one after another."
section24,word,set in,(好ましくないことが)始まる,[],"As the recession set in, temporary employees were laid off one after another."
section24,word,temporary,一時的な,[],"As the recession set in, temporary employees were laid off one after another."
section24,word,temporary employee,臨時社員[短期契約社員],[],"As the recession set in, temporary employees were laid off one after another."
section24,word,lay ～ off,～を(一時的に)解雇する,[],"As the recession set in, temporary employees were laid off one after another."
section24,word,one after another,次々と,[],"As the recession set in, temporary employees were laid off one after another."
section24,word,nowadays,(昔と違って)今日では,[],"Nowadays, many people are out of work against their will. Who is responsible for that?"
section24,word,be out of work,失業中である,[],"Nowadays, many people are out of work against their will. Who is responsible for that?"
section24,word,against one's will,自らの意思ではなく,[],"Nowadays, many people are out of work against their will. Who is responsible for that?"
section24,word,be responsible for,～の責任を負うべきである,[],"Nowadays, many people are out of work against their will. Who is responsible for that?"
section24,word,pessimistic,悲観的な,[],"I've gotten pessimistic, and I'm worried about something I would never have been concerned about before."
section24,word,be worried about,～を心配している,[],"I've gotten pessimistic, and I'm worried about something I would never have been concerned about before."
section24,word,be concerned about,～を心配している,[],"I've gotten pessimistic, and I'm worried about something I would never have been concerned about before."
section24,word,white-collar,オフィス労働の,[],"Today, even white-collar workers are confronted with great hardships."
section24,word,be confronted with,～(大変なこと)に直面する[している],[],"Today, even white-collar workers are confronted with great hardships."
section24,word,hardship,(経済的)困窮、苦難,[],"Today, even white-collar workers are confronted with great hardships."
section24,word,authority(通例 the authorities),当局,[],The authorities are striving in vain to stabilize the currency.
section24,word,strive,賢明に努力する,[],The authorities are striving in vain to stabilize the currency.
section24,word,in vain,無駄に,[],The authorities are striving in vain to stabilize the currency.
section24,word,stabilize,～を安定させる,[],The authorities are striving in vain to stabilize the currency.
section24,word,currency,通貨,[],The authorities are striving in vain to stabilize the currency.
section24,word,come to[reach] the conclusion (that)～,～という結論に至る,[],We've come to the conclusion that nothing is more urgent than reducing Japan's huge deficit
section24,word,nothing is more A than doing,～するよりもAなことはない,[],We've come to the conclusion that nothing is more urgent than reducing Japan's huge deficit
section24,word,urgent,緊急の,[],We've come to the conclusion that nothing is more urgent than reducing Japan's huge deficit
section24,word,reduce,～を減らす,[],We've come to the conclusion that nothing is more urgent than reducing Japan's huge deficit
section24,word,huge,巨大な,[],We've come to the conclusion that nothing is more urgent than reducing Japan's huge deficit
section24,word,deficit,赤字,[],We've come to the conclusion that nothing is more urgent than reducing Japan's huge deficit
section25,word,questionnaire,アンケート用紙,[],The questionnaires were distributed at random.
section25,word,distribute,～を配る[配布する],[],The questionnaires were distributed at random.
section25,word,at random,無作為に,[],The questionnaires were distributed at random.
section25,word,All you have to do is (to) do ～,～するだけでいい,[],All you have to do is fill in the blanks below. (Please print in black or blue ink.)
section25,word,fill ～ in[out],～(用紙)に必要事項を記入する,[],All you have to do is fill in the blanks below. (Please print in black or blue ink.)
section25,word,blank,余白、空欄,[],All you have to do is fill in the blanks below. (Please print in black or blue ink.)
section25,word,print,(～を)ブロック体[楷書]ではっきり書く,[],All you have to do is fill in the blanks below. (Please print in black or blue ink.)
section25,word,in black ink,黒インクで,[],All you have to do is fill in the blanks below. (Please print in black or blue ink.)
section25,word,in addition to,～に加えて,[],"In addition to a 10% discount, you can pick out an optional excursion for free."
section25,word,discount,割引,[],"In addition to a 10% discount, you can pick out an optional excursion for free."
section25,word,pick ～ out,～を選ぶ,[],"In addition to a 10% discount, you can pick out an optional excursion for free."
section25,word,optional,自由に選べる,[],"In addition to a 10% discount, you can pick out an optional excursion for free."
section25,word,excursion,日帰りツアー,[],"In addition to a 10% discount, you can pick out an optional excursion for free."
section25,word,for free,無料で,[],"In addition to a 10% discount, you can pick out an optional excursion for free."
section25,word,round-trip,{米}往復の,[],Round-trip fares to each destination are as follows.
section25,word,fare,運賃、(乗り物の)料金,[],Round-trip fares to each destination are as follows.
section25,word,destination,目的地,[],Round-trip fares to each destination are as follows.
section25,word,as follows,【副】以下の通り(の),[],Round-trip fares to each destination are as follows.
section25,word,Don't forget to do,～するのを忘れないで,[],"Don't forget to confirm your reservation in advance. ""I won't."""
section25,word,confirm,～を確認する,[],"Don't forget to confirm your reservation in advance. ""I won't."""
section25,word,reservation,予約,[],"Don't forget to confirm your reservation in advance. ""I won't."""
section25,word,in advance,事前に,[],"Don't forget to confirm your reservation in advance. ""I won't."""
section25,word,Be sure to do,必ず～しなさい,[],Be sure to check in at least 45 minutes prior to departure time.
section25,word,check in,(空港で)搭乗手続きをする,[],Be sure to check in at least 45 minutes prior to departure time.
section25,word,at least,(数量が)少なくとも,[],Be sure to check in at least 45 minutes prior to departure time.
section25,word,prior to,～より前に,[],Be sure to check in at least 45 minutes prior to departure time.
section25,word,departure,出発,[],Be sure to check in at least 45 minutes prior to departure time.
section25,word,attach ～ (to A),(Aに）～を取り付ける,[],"I attached my name tag to my baggage, but it soon came off."
section25,word,tag,(紐などで付ける)札,[],"I attached my name tag to my baggage, but it soon came off."
section25,word,baggage,[集合的に](旅行時の)荷物(全部),[],"I attached my name tag to my baggage, but it soon came off."
section25,word,come off,(～から)(自然に)外れる[取れる],[],"I attached my name tag to my baggage, but it soon came off."
section25,word,on (the[an]) average,平均すると,[],"On average, these packages weigh two pounds."
section25,word,package,{米}小包,[],"On average, these packages weigh two pounds."
section25,word,weigh,～の重さがある,[],"On average, these packages weigh two pounds."
section25,word,pound,(重量単位)ポンド,[],"On average, these packages weigh two pounds."
section25,word,plastic,ビニール製の,[],"On average, these packages weigh two pounds."
section25,word,garbage,ゴミ,[],This plastic garbage bag is free of hazardous chemicals.
section25,word,bag,袋、カバン,[],This plastic garbage bag is free of hazardous chemicals.
section25,word,be free of[from] ～,～(いやなもの)とは無縁である,[],This plastic garbage bag is free of hazardous chemicals.
section25,word,hazardous,(化学物質などが)(人体に)有害な,[],This plastic garbage bag is free of hazardous chemicals.
section25,word,chemical,化学物質[薬品],[],This plastic garbage bag is free of hazardous chemicals.
section25,word,flashlight,{米}懐中電灯,[],This flashlight is getting dim. It needs new batteries.
section25,word,dim,(明るさが)薄暗い,[],This flashlight is getting dim. It needs new batteries.
section25,word,battery,(乾)電池,[],This flashlight is getting dim. It needs new batteries.
section26,word,How often ～?,～はどれくらいの頻度ですか？,[],Excuse me. How often do the shuttle buses run to downtown New York?
section26,word,shuttle,(飛行機・バスなどの)往復[シャトル]便,[],Excuse me. How often do the shuttle buses run to downtown New York?
section26,word,downtown,{米}(街の)中心地の～、～の市街,[],Excuse me. How often do the shuttle buses run to downtown New York?
section26,word,motel,モーテル,[],The motel can accommodate as many as 400 guests.
section26,word,accommodate,(施設などが)～(人数)分の十分なスペースがある,[],The motel can accommodate as many as 400 guests.
section26,word,as ～ as…（～=much/many/recently/high/farなど）,～もの…,[],The motel can accommodate as many as 400 guests.
section26,word,suite,スイートルーム,[],This suite is three times larger than my condominium.
section26,word,three times larger than A,Aよりも3倍大きい,[],This suite is three times larger than my condominium.
section26,word,condominium,{米}(分譲)マンション[共同住宅],[],This suite is three times larger than my condominium.
section26,word,litter,(～に)ゴミを投げ捨てる,[],Littering in this facility is subject to a maximum fine of $500.
section26,word,facility,施設,[],Littering in this facility is subject to a maximum fine of $500.
section26,word,be subject to,～を受ける場合がある,[],Littering in this facility is subject to a maximum fine of $500.
section26,word,maximum,最大[最高]の,[],Littering in this facility is subject to a maximum fine of $500.
section26,word,fine (2),罰金,[],Littering in this facility is subject to a maximum fine of $500.
section26,word,be packed,(店などが)込んでいる,[],That restaurant is always packed. We'd better make a reservation beforehand.
section26,word,had better do,～した方がいい,[],That restaurant is always packed. We'd better make a reservation beforehand.
section26,word,make a reservation,予約を取る[する],[],That restaurant is always packed. We'd better make a reservation beforehand.
section26,word,beforehand,事前に,[],That restaurant is always packed. We'd better make a reservation beforehand.
section26,word,interrupt,(～を)中断する,[],"Sorry to interrupt your meal but I'd like a word with you in private. ""Can I get back to you later?"""
section26,word,meal,食事,[],"Sorry to interrupt your meal but I'd like a word with you in private. ""Can I get back to you later?"""
section26,word,I'd like (to have) a word with you.,相談したいことがあるんだけど,[],"Sorry to interrupt your meal but I'd like a word with you in private. ""Can I get back to you later?"""
section26,word,in private,内密に,[],"Sorry to interrupt your meal but I'd like a word with you in private. ""Can I get back to you later?"""
section26,word,get back to,(後で自分の方から)～(人)に連絡し直す[会いに行く],[],"Sorry to interrupt your meal but I'd like a word with you in private. ""Can I get back to you later?"""
section26,word,cook,料理人,[],"Sorry to interrupt your meal but I'd like a word with you in private. ""Can I get back to you later?"""
section26,word,be astonished at[by],～にたいへん驚く,[],The cook was astonished at his incredible appetite.
section26,word,incredible,信じられない,[],The cook was astonished at his incredible appetite.
section26,word,appetite,食欲,[],The cook was astonished at his incredible appetite.
section26,word,What's going on?,何が起こっている[行われている]んだい？,[],"What's going on down there? I'm curious. ""I have no idea."""
section26,word,curious,(人が)好奇心旺盛な、知りたがっている,[],"What's going on down there? I'm curious. ""I have no idea."""
section26,word,I have no idea,(考えたけれど)よくわかりません,[],"What's going on down there? I'm curious. ""I have no idea."""
section26,word,excited,(人が)興奮した,[],Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
section26,word,fan (1),(有名人などの)ファン,[],Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
section26,word,hang around,(～(場所))ぶらぶらする、(集団が)(～(場所)に)群がる[たむろする],[],Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
section26,word,rear (1),裏の,[],Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
section26,word,exit,出口,[],Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
section26,word,catch[get/have] a glimpse of,～を一瞬目にする,[],Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
section26,word,on doing,～するとすぐに,[],Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
section26,word,encounter,～に(偶然)出会う,[],"On encountering the celebrity, they asked for his autograph."
section26,word,celebrity,有名人,[],"On encountering the celebrity, they asked for his autograph."
section26,word,ask for,～を求める[ねだる],[],"On encountering the celebrity, they asked for his autograph."
section26,word,autograph,(有名人などの)サイン,[],"On encountering the celebrity, they asked for his autograph."
section27,word,abroad,海外に[で],[],"Whenever I go abroad, I suffer from jet lag and diarrhea."
section27,word,suffer from,～(病気など)で苦しむ,[],"Whenever I go abroad, I suffer from jet lag and diarrhea."
section27,word,jet lag,時差ボケ,[],"Whenever I go abroad, I suffer from jet lag and diarrhea."
section27,word,diarrhea,下痢,[],"Whenever I go abroad, I suffer from jet lag and diarrhea."
section27,word,sort[kind] of,ちょっと、何か,[],"I feel sort of dizzy and I feel like throwing up. ""You look pale!"""
section27,word,dizzy,目まいがする,[],"I feel sort of dizzy and I feel like throwing up. ""You look pale!"""
section27,word,feel like doing,～したいな、～したい気がする,[],"I feel sort of dizzy and I feel like throwing up. ""You look pale!"""
section27,word,throw up,吐く,[],"I feel sort of dizzy and I feel like throwing up. ""You look pale!"""
section27,word,pale,顔色が悪い、(血の気が引いて)青白い,[],"I feel sort of dizzy and I feel like throwing up. ""You look pale!"""
section27,word,aspirin,鎮痛剤,[],Take some aspirin. It will cure you of your headache in no time.
section27,word,cure A of B,A(人)のB(病気)を治す,[],Take some aspirin. It will cure you of your headache in no time.
section27,word,ache,～痛,[],Take some aspirin. It will cure you of your headache in no time.
section27,word,in no time,(驚くほど)すぐに,[],Take some aspirin. It will cure you of your headache in no time.
section27,word,I'm afraid (that) ～,もしかしたら～かなあ,[],"I'm afraid I'm coming down with something. ""You should take a day off."""
section27,word,come down with,～(風邪など)にかかる、～で体調を崩す,[],"I'm afraid I'm coming down with something. ""You should take a day off."""
section27,word,take ～ off,～(日数)の休みを取る,[],"I'm afraid I'm coming down with something. ""You should take a day off."""
section27,word,ingredient,(食料などの)成分、原料,[],"Some of the ingredients in this beverage are harmful, especially if you are pregnant."
section27,word,beverage,(水以外の)飲み物,[],"Some of the ingredients in this beverage are harmful, especially if you are pregnant."
section27,word,harmful (to ～),(～に対して)有害な,[],"Some of the ingredients in this beverage are harmful, especially if you are pregnant."
section27,word,especially,特に、とりわけ,[],"Some of the ingredients in this beverage are harmful, especially if you are pregnant."
section27,word,pregnant,妊娠している,[],"Some of the ingredients in this beverage are harmful, especially if you are pregnant."
section27,word,nutrition,栄養摂取,[],Good nutrition is vital for an infant's growth.
section27,word,vital,極めて重要な,[],Good nutrition is vital for an infant's growth.
section27,word,infant,乳児、幼児,[],Good nutrition is vital for an infant's growth.
section27,word,growth,成長、発展,[],Good nutrition is vital for an infant's growth.
section27,word,moderate,(程度・量が)適度な,[],Moderate exercise stimulates the circulation of the blood.
section27,word,exercise,(体の)運動,[],Moderate exercise stimulates the circulation of the blood.
section27,word,stimulate,～を刺激する,[],Moderate exercise stimulates the circulation of the blood.
section27,word,circulation,循環,[],Moderate exercise stimulates the circulation of the blood.
section27,word,blood,血,[],Moderate exercise stimulates the circulation of the blood.
section27,word,physician,医師、内科医,[],My physician advised me to refrain from alcohol for the time being.
section27,word,advise A to do,Aに～するよう助言する[忠告する],[],My physician advised me to refrain from alcohol for the time being.
section27,word,refrain from,～を控える,[],My physician advised me to refrain from alcohol for the time being.
section27,word,alcohol,酒、アルコール,[],My physician advised me to refrain from alcohol for the time being.
section27,word,for the time being,当分の間は,[],My physician advised me to refrain from alcohol for the time being.
section27,word,do,本当に(～である)、ぜひ(～する),[],My physician advised me to refrain from alcohol for the time being.
section27,word,get into shape,体調を良くする,[],"I do want to get into shape and lose some weight, so I go swimming every morning."
section27,word,lose weight,体重が減る,[],"I do want to get into shape and lose some weight, so I go swimming every morning."
section27,word,go doing,(自分の意思で)～しに行く、～を楽しむ,[],"I do want to get into shape and lose some weight, so I go swimming every morning."
section27,word,catch a cold,風邪をひく,[],"I do want to get into shape and lose some weight, so I go swimming every morning."
section27,word,nasty,(病気・けがなどが)ひどい,[],He caught a nasty cold because he stayed up late last night.
section27,word,stay up late,(遅くまで)夜更かしする,[],He caught a nasty cold because he stayed up late last night.
section27,word,surgeon,外科医,[],The surgeon persuaded him to undergo an organ transplant.
section27,word,persuade A to do,A(人)を説得して～させる,[],The surgeon persuaded him to undergo an organ transplant.
section27,word,undergo,～(苦痛を伴うこと)を経験する[受ける],[],The surgeon persuaded him to undergo an organ transplant.
section27,word,organ,(動植物の)器官、臓器,[],The surgeon persuaded him to undergo an organ transplant.
section27,word,transplant,移植(手術[治療]),[],The surgeon persuaded him to undergo an organ transplant.
section27,word,bedridden,(病気・高齢で)寝たきりの,[],"Since our father is bedridden, we take turns looking after him."
section27,word,take turns (doing ～),(～を)交代でする,[],"Since our father is bedridden, we take turns looking after him."
section27,word,look after,～の面倒を見る,[],"Since our father is bedridden, we take turns looking after him."
section27,word,hypothesis,仮説,[],Our hypothesis is that eating excessive amounts of junk food contributes to early mortality.
section27,word,excessive,過度の,[],Our hypothesis is that eating excessive amounts of junk food contributes to early mortality.
section27,word,amount,量,[],Our hypothesis is that eating excessive amounts of junk food contributes to early mortality.
section27,word,junk food,ジャンクフード,[],Our hypothesis is that eating excessive amounts of junk food contributes to early mortality.
section27,word,contribute to,～の一因となる,[],Our hypothesis is that eating excessive amounts of junk food contributes to early mortality.
section27,word,mortality,(避けられない)死ぬべき運命,[],Our hypothesis is that eating excessive amounts of junk food contributes to early mortality.
section27,word,government,政府,[],The government did not take appropriate measures to prevent the infection from spreading.
section27,word,appropriate,(行為などが)ふさわしい、適切な,[],The government did not take appropriate measures to prevent the infection from spreading.
section27,word,take (～) measures,(～な)手段を取る,[],The government did not take appropriate measures to prevent the infection from spreading.
section27,word,prevent A from doing,Aに～させない、Aが～することを(事前に)防ぐ,[],The government did not take appropriate measures to prevent the infection from spreading.
section27,word,infection,(病気・ウイルスの)伝染、感染,[],The government did not take appropriate measures to prevent the infection from spreading.
section27,word,spread,(病気・情報などが)広がる,[],The government did not take appropriate measures to prevent the infection from spreading.
section27,word,minister,大臣,[],The minister was obliged to resign from the Cabinet.
section27,word,be obliged to do,(ルール・義務なので)～せざるを得ない、～を余儀なくされる,[],The minister was obliged to resign from the Cabinet.
section27,word,resign (from～),(～を)辞職する[辞任する],[],The minister was obliged to resign from the Cabinet.
section27,word,cabinet,内閣,[],The minister was obliged to resign from the Cabinet.
section28,word,regard A as B,AをBだと考える,[],Many people regard the current compulsory education system as being obsolete.
section28,word,current,現在の,[],Many people regard the current compulsory education system as being obsolete.
section28,word,compulsory,強制的な、義務の,[],Many people regard the current compulsory education system as being obsolete.
section28,word,education,教育,[],Many people regard the current compulsory education system as being obsolete.
section28,word,obsolete,時代遅れの,[],Many people regard the current compulsory education system as being obsolete.
section28,word,encourage A to do,Aに～するように励ます,[],Many people encouraged me to fulfill my ambitions.
section28,word,fulfill,～を果たす[実現させる],[],Many people encouraged me to fulfill my ambitions.
section28,word,ambition,(人が感心するぐらい)大きな目標、夢,[],Many people encouraged me to fulfill my ambitions.
section28,word,make ～ come true,～(夢・計画など)を実現させる,[],"To make his dreams come true, he dropped out of school and made his way to Tokyo."
section28,word,drop out,(～を)退学する,[],"To make his dreams come true, he dropped out of school and made his way to Tokyo."
section28,word,make one's way,(苦労して[少しずつ])進む,[],"To make his dreams come true, he dropped out of school and made his way to Tokyo."
section28,word,What do you do?,普段は何をなさっているのですか？,[],"What do you do? ""I'm a college student, a freshman at Harvard."" ""What's your major?"" ""Philosophy."""
section28,word,college,大学,[],"What do you do? ""I'm a college student, a freshman at Harvard."" ""What's your major?"" ""Philosophy."""
section28,word,freshman,大学1年生,[],"What do you do? ""I'm a college student, a freshman at Harvard."" ""What's your major?"" ""Philosophy."""
section28,word,major,(大学での)専攻科目,[],"What do you do? ""I'm a college student, a freshman at Harvard."" ""What's your major?"" ""Philosophy."""
section28,word,philosophy,(学問の）哲学,[],"What do you do? ""I'm a college student, a freshman at Harvard."" ""What's your major?"" ""Philosophy."""
section28,word,tuition,授業料,[],"Tuition will be raised by nearly ten percent as of April 1, 2001."
section28,word,raise,～(程度・料金など)を高くする,[],"Tuition will be raised by nearly ten percent as of April 1, 2001."
section28,word,nearly,ほとんど、ほぼ,[],"Tuition will be raised by nearly ten percent as of April 1, 2001."
section28,word,percent,(単位)パーセント,[],"Tuition will be raised by nearly ten percent as of April 1, 2001."
section28,word,as of,～(特定の日付)より[から],[],"Tuition will be raised by nearly ten percent as of April 1, 2001."
section28,word,be of two minds (whether A or B),(AとBの)どちらにしようか悩んでいる,[],"I'm of two minds whether to apply for the scholarship or not. ""Give it a try!"""
section28,word,apply for,～(仕事・証明書など)を申し込む,[],"I'm of two minds whether to apply for the scholarship or not. ""Give it a try!"""
section28,word,scholarship,奨学金,[],"I'm of two minds whether to apply for the scholarship or not. ""Give it a try!"""
section28,word,give it a try,(あれこれ考えずに)やってみる,[],"I'm of two minds whether to apply for the scholarship or not. ""Give it a try!"""
section28,word,as soon as ～,～するとすぐに,[],"As soon as he graduated from Keio University, he took over his family's business."
section28,word,graduate (from～),(～(高校・大学)を)卒業する,[],"As soon as he graduated from Keio University, he took over his family's business."
section28,word,take (～) over,(～(もの)を)引き継ぐ,[],"As soon as he graduated from Keio University, he took over his family's business."
section28,word,be cut out for,～(職種)に向いている,[],You aren't cut out for the military because of its rigid discipline.
section28,word,military,[the-]軍隊,[],You aren't cut out for the military because of its rigid discipline.
section28,word,because of,～の理由で、～が原因で,[],You aren't cut out for the military because of its rigid discipline.
section28,word,rigid,(規則などが)厳格な,[],You aren't cut out for the military because of its rigid discipline.
section28,word,discipline,規律,[],You aren't cut out for the military because of its rigid discipline.
section28,word,be determined to do,～すると決心[決意]している,[],I am determined to make a living as a playwright at all costs.
section28,word,make a living,生計をたてる,[],I am determined to make a living as a playwright at all costs.
section28,word,playwright,脚本家,[],I am determined to make a living as a playwright at all costs.
section28,word,at all costs,どんな犠牲を払っても,[],I am determined to make a living as a playwright at all costs.
section28,word,grow up,大人になる,[],"As he grew up, he learned to put things in perspective."
section28,word,learn to do,～できるようになる[するようになる],[],"As he grew up, he learned to put things in perspective."
section28,word,put ～ in perspective,～を総合的な視野でとらえる,[],"As he grew up, he learned to put things in perspective."
section28,word,conformity,体制・社会通念に従うこと,[],Conformity is an essential element of our homogeneous community.
section28,word,essential (for[to] ～),(～に)不可欠な、本質に関わる,[],Conformity is an essential element of our homogeneous community.
section28,word,element,(基本的な)要素、元素,[],Conformity is an essential element of our homogeneous community.
section28,word,homogeneous,均質な、同種のものだけで構成された,[],Conformity is an essential element of our homogeneous community.
section28,word,community,(地域)社会,[],Conformity is an essential element of our homogeneous community.
section28,word,would rather do A (than do B),(選べるなら)(Bするより)むしろAしたい,[],I'd rather go my own way than toil away for a company.
section28,word,go one's own way,我が道を行く,[],I'd rather go my own way than toil away for a company.
section28,word,toil away,ひたすら[あくせく]働く,[],I'd rather go my own way than toil away for a company.
section28,word,fit,(～に)(ぴったり)合う[はまる],[],I'd rather go my own way than toil away for a company.
section28,word,mold,(決まった)型,[],I'd rather go my own way than toil away for a company.
section28,word,get (～) nowhere,(行為などが)(～に)何の進歩[成果]ももたらさない,[],I'd rather go my own way than toil away for a company.
section28,word,take after ～,～(親など)に似ている,[],"Tom takes after his uncle in personality. I mean, he is obstinate by nature. He never gives in."
section28,word,personality,人柄、性格,[],"Tom takes after his uncle in personality. I mean, he is obstinate by nature. He never gives in."
section28,word,I mean,(より明確な理由を加えたい時に)だって、つまり,[],"Tom takes after his uncle in personality. I mean, he is obstinate by nature. He never gives in."
section28,word,obstinate,頑固な,[],"Tom takes after his uncle in personality. I mean, he is obstinate by nature. He never gives in."
section28,word,be ～ by nature,生まれつき～である,[],"Tom takes after his uncle in personality. I mean, he is obstinate by nature. He never gives in."
section28,word,give in (to～),(～に)降参する[屈服する],[],"Tom takes after his uncle in personality. I mean, he is obstinate by nature. He never gives in."
section29,word,ripe,(機が）熟した,[],"When the time is ripe, be bold and go for it! I'll stand by you."
section29,word,bold,大胆な,[],"When the time is ripe, be bold and go for it! I'll stand by you."
section29,word,go for,～を手に入れようと頑張る,[],"When the time is ripe, be bold and go for it! I'll stand by you."
section29,word,stand by (～),～(困っている友達など)を見捨てない,[],I'll stand up for what I believe in and won't yield to any threats.
section29,word,stand up for,～(人・権利)を守る、～のために立ち上がる,[],I'll stand up for what I believe in and won't yield to any threats.
section29,word,believe in,～が正しいこと[大切なこと]だと信じる,[],I'll stand up for what I believe in and won't yield to any threats.
section29,word,yield (to～),(～に)屈する,[],I'll stand up for what I believe in and won't yield to any threats.
section29,word,threat,脅威、脅迫,[],I'll stand up for what I believe in and won't yield to any threats.
section29,word,if only ～,～でありさえすればいいのになあ,[],"If only I could conquer my weaknesses! ""It's up to you."""
section29,word,conquer,～(困窮など)を克服する,[],"If only I could conquer my weaknesses! ""It's up to you."""
section29,word,weakness,(性格・性質上の)弱点、短所,[],"If only I could conquer my weaknesses! ""It's up to you."""
section29,word,it's up to,それは～(人)次第だ,[],"If only I could conquer my weaknesses! ""It's up to you."""
section29,word,make the most of,～(有利な状況)を最大限利用する,[],You should make the most of this rare opportunity to demonstrate your talent.
section29,word,rare (1),珍しい、めったにない,[],You should make the most of this rare opportunity to demonstrate your talent.
section29,word,opportunity,機会、チャンス,[],You should make the most of this rare opportunity to demonstrate your talent.
section29,word,demonstrate,～(事実など)をはっきり示す、～を実証する,[],You should make the most of this rare opportunity to demonstrate your talent.
section29,word,talent (for～),(～の)才能,[],You should make the most of this rare opportunity to demonstrate your talent.
section29,word,let ～ down,～をがっかりさせる,[],You won't let me down. I have great faith in you. You can make it!
section29,word,have faith in,～を信頼している,[],You won't let me down. I have great faith in you. You can make it!
section29,word,make it,(人が困難を乗り越えて)成功する,[],You won't let me down. I have great faith in you. You can make it!
section29,word,spectator,観客,[],The spectators were moved by her graceful performance.
section29,word,move,～を感動させる、～の涙を誘う,[],The spectators were moved by her graceful performance.
section29,word,graceful,(動きなどが)優雅な,[],The spectators were moved by her graceful performance.
section29,word,performance,演技、公演,[],The spectators were moved by her graceful performance.
section29,word,receive,～を受ける[受け取る],[],"In 1995, Ando received architecture's most prestigious award."
section29,word,architecture,建築(学),[],"In 1995, Ando received architecture's most prestigious award."
section29,word,prestigious,権威のある,[],"In 1995, Ando received architecture's most prestigious award."
section29,word,award,賞,[],"In 1995, Ando received architecture's most prestigious award."
section29,word,in the face of,～をものともせず,[],"In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise."
section29,word,adversity,逆境,[],"In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise."
section29,word,accomplish,～を成し遂げる,[],"In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise."
section29,word,extraordinary,並外れた,[],"In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise."
section29,word,feat,偉業,[],"In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise."
section29,word,deserve,～を受けるに値する,[],"In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise."
section29,word,praise,称賛(の言葉),[],"In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise."
section29,word,audience,(集合的に)聴衆,[],The audience was impressed by his eloquent lecture.
section29,word,impress,～に感銘[感動]を与える,[],The audience was impressed by his eloquent lecture.
section29,word,eloquent,(話などが)説得力のある,[],The audience was impressed by his eloquent lecture.
section29,word,lecture,講義、講演,[],The audience was impressed by his eloquent lecture.
section29,word,humble,庶民の,[],"From a humble background, John achieved worldwide fame."
section29,word,background,(人の)育ち、経歴,[],"From a humble background, John achieved worldwide fame."
section29,word,achieve,～を成し遂げる,[],"From a humble background, John achieved worldwide fame."
section29,word,worldwide,世界的な,[],"From a humble background, John achieved worldwide fame."
section29,word,fame,名声,[],"From a humble background, John achieved worldwide fame."
section29,word,accumulate,(長時間かけて)～をためる[蓄積する],[],He accumulated a tremendous fortune during the postwar era.
section29,word,tremendous,(驚くほど)大きな、莫大な,[],He accumulated a tremendous fortune during the postwar era.
section29,word,fortune,財産,[],He accumulated a tremendous fortune during the postwar era.
section29,word,postwar,戦後の,[],He accumulated a tremendous fortune during the postwar era.
section29,word,era,時代,[],He accumulated a tremendous fortune during the postwar era.
section29,word,used to do,かつて～だった,[],"He used to be well off and generous, but now he lives from hand to mouth."
section29,word,well off/well-off,裕福な,[],"He used to be well off and generous, but now he lives from hand to mouth."
section29,word,generous,気前のよい,[],"He used to be well off and generous, but now he lives from hand to mouth."
section29,word,live from hand to mouth,その日暮らしをする,[],"He used to be well off and generous, but now he lives from hand to mouth."
section30,word,by no means,決して～しない[ではない],[],Nick is by no means satisfied with the reward. He is selfish and greedy.
section30,word,be satisfied with,～に満足する,[],Nick is by no means satisfied with the reward. He is selfish and greedy.
section30,word,reward,見返り、報酬,[],Nick is by no means satisfied with the reward. He is selfish and greedy.
